id,datetime,season,year,month,hour,holiday,weekday,workingday,weather_condition,temperature,feeling_temperature,humidity,windspeed,casual,registered,total_count,day_type
1970-01-01 00:00:00.000004005,2011-06-20,Summer,0,Jun,18,No,Monday,Yes,Clear,0.7,0.6515,0.61,0.2537,64,474,538,Working Day
1970-01-01 00:00:00.000004006,2011-06-20,Summer,0,Jun,19,No,Monday,Yes,Clear,0.66,0.6212,0.65,0.2239,62,369,431,Working Day
1970-01-01 00:00:00.000004007,2011-06-20,Summer,0,Jun,20,No,Monday,Yes,Clear,0.66,0.6212,0.69,0.2239,52,264,316,Working Day
1970-01-01 00:00:00.000004008,2011-06-20,Summer,0,Jun,21,No,Monday,Yes,Clear,0.64,0.6061,0.73,0.1642,39,167,206,Working Day
1970-01-01 00:00:00.000004009,2011-06-20,Summer,0,Jun,22,No,Monday,Yes,Cloudy,0.64,0.6061,0.73,0.2239,24,106,130,Working Day
1970-01-01 00:00:00.000004010,2011-06-20,Summer,0,Jun,23,No,Monday,Yes,Clear,0.62,0.5909,0.78,0.2537,10,50,60,Working Day
1970-01-01 00:00:00.000004011,2011-06-21,Fall,0,Jun,0,No,Tuesday,Yes,Clear,0.62,0.5909,0.78,0.1642,10,23,33,Working Day
1970-01-01 00:00:00.000004012,2011-06-21,Fall,0,Jun,1,No,Tuesday,Yes,Light Rain/Snow,0.62,0.5909,0.78,0.1642,2,12,14,Working Day
1970-01-01 00:00:00.000004013,2011-06-21,Fall,0,Jun,2,No,Tuesday,Yes,Light Rain/Snow,0.62,0.5758,0.83,0.1642,1,5,6,Working Day
1970-01-01 00:00:00.000004014,2011-06-21,Fall,0,Jun,3,No,Tuesday,Yes,Light Rain/Snow,0.62,0.5758,0.83,0.1642,0,2,2,Working Day
1970-01-01 00:00:00.000004015,2011-06-21,Fall,0,Jun,4,No,Tuesday,Yes,Cloudy,0.6,0.5455,0.88,0.1045,2,7,9,Working Day
1970-01-01 00:00:00.000004016,2011-06-21,Fall,0,Jun,5,No,Tuesday,Yes,Cloudy,0.6,0.5455,0.88,0.1343,3,22,25,Working Day
1970-01-01 00:00:00.000004017,2011-06-21,Fall,0,Jun,6,No,Tuesday,Yes,Cloudy,0.6,0.5455,0.88,0.1343,8,107,115,Working Day
1970-01-01 00:00:00.000004018,2011-06-21,Fall,0,Jun,7,No,Tuesday,Yes,Cloudy,0.6,0.5152,0.94,0.0,21,288,309,Working Day
1970-01-01 00:00:00.000004019,2011-06-21,Fall,0,Jun,8,No,Tuesday,Yes,Cloudy,0.62,0.5606,0.88,0.1045,33,368,401,Working Day
1970-01-01 00:00:00.000004020,2011-06-21,Fall,0,Jun,9,No,Tuesday,Yes,Cloudy,0.62,0.5606,0.88,0.2537,32,243,275,Working Day
1970-01-01 00:00:00.000004021,2011-06-21,Fall,0,Jun,10,No,Tuesday,Yes,Cloudy,0.64,0.5758,0.83,0.194,41,120,161,Working Day
1970-01-01 00:00:00.000004022,2011-06-21,Fall,0,Jun,11,No,Tuesday,Yes,Clear,0.66,0.6061,0.83,0.1642,52,119,171,Working Day
1970-01-01 00:00:00.000004023,2011-06-21,Fall,0,Jun,12,No,Tuesday,Yes,Clear,0.7,0.6667,0.74,0.1642,40,149,189,Working Day
1970-01-01 00:00:00.000004024,2011-06-21,Fall,0,Jun,13,No,Tuesday,Yes,Clear,0.74,0.697,0.66,0.1642,49,158,207,Working Day
1970-01-01 00:00:00.000004025,2011-06-21,Fall,0,Jun,14,No,Tuesday,Yes,Clear,0.76,0.7121,0.62,0.2239,44,108,152,Working Day
1970-01-01 00:00:00.000004026,2011-06-21,Fall,0,Jun,15,No,Tuesday,Yes,Clear,0.78,0.7424,0.59,0.2537,42,128,170,Working Day
1970-01-01 00:00:00.000004027,2011-06-21,Fall,0,Jun,16,No,Tuesday,Yes,Clear,0.8,0.7727,0.59,0.2239,62,273,335,Working Day
1970-01-01 00:00:00.000004028,2011-06-21,Fall,0,Jun,17,No,Tuesday,Yes,Clear,0.78,0.7576,0.66,0.2239,65,507,572,Working Day
1970-01-01 00:00:00.000004029,2011-06-21,Fall,0,Jun,18,No,Tuesday,Yes,Cloudy,0.76,0.7273,0.7,0.2537,67,469,536,Working Day
1970-01-01 00:00:00.000004030,2011-06-21,Fall,0,Jun,19,No,Tuesday,Yes,Cloudy,0.74,0.7121,0.74,0.2239,67,358,425,Working Day
1970-01-01 00:00:00.000004031,2011-06-21,Fall,0,Jun,20,No,Tuesday,Yes,Light Rain/Snow,0.74,0.697,0.7,0.2239,72,254,326,Working Day
1970-01-01 00:00:00.000004032,2011-06-21,Fall,0,Jun,21,No,Tuesday,Yes,Clear,0.72,0.697,0.74,0.194,38,191,229,Working Day
1970-01-01 00:00:00.000004033,2011-06-21,Fall,0,Jun,22,No,Tuesday,Yes,Clear,0.7,0.6667,0.79,0.1045,12,97,109,Working Day
1970-01-01 00:00:00.000004034,2011-06-21,Fall,0,Jun,23,No,Tuesday,Yes,Clear,0.7,0.6667,0.74,0.1045,11,53,64,Working Day
1970-01-01 00:00:00.000004035,2011-06-22,Fall,0,Jun,0,No,Wednesday,Yes,Clear,0.66,0.6061,0.78,0.194,15,18,33,Working Day
1970-01-01 00:00:00.000004036,2011-06-22,Fall,0,Jun,1,No,Wednesday,Yes,Clear,0.66,0.6061,0.78,0.1343,2,19,21,Working Day
1970-01-01 00:00:00.000004037,2011-06-22,Fall,0,Jun,2,No,Wednesday,Yes,Clear,0.66,0.6061,0.78,0.0,2,5,7,Working Day
1970-01-01 00:00:00.000004038,2011-06-22,Fall,0,Jun,3,No,Wednesday,Yes,Clear,0.66,0.6061,0.78,0.1343,0,7,7,Working Day
1970-01-01 00:00:00.000004039,2011-06-22,Fall,0,Jun,4,No,Wednesday,Yes,Clear,0.64,0.5758,0.83,0.0,3,8,11,Working Day
1970-01-01 00:00:00.000004040,2011-06-22,Fall,0,Jun,5,No,Wednesday,Yes,Clear,0.64,0.5758,0.89,0.0,2,21,23,Working Day
1970-01-01 00:00:00.000004041,2011-06-22,Fall,0,Jun,6,No,Wednesday,Yes,Clear,0.66,0.6061,0.83,0.0,12,110,122,Working Day
1970-01-01 00:00:00.000004042,2011-06-22,Fall,0,Jun,7,No,Wednesday,Yes,Clear,0.7,0.6667,0.79,0.0,23,288,311,Working Day
1970-01-01 00:00:00.000004043,2011-06-22,Fall,0,Jun,8,No,Wednesday,Yes,Clear,0.72,0.697,0.74,0.1045,27,396,423,Working Day
1970-01-01 00:00:00.000004044,2011-06-22,Fall,0,Jun,9,No,Wednesday,Yes,Clear,0.72,0.697,0.79,0.1642,14,205,219,Working Day
1970-01-01 00:00:00.000004045,2011-06-22,Fall,0,Jun,10,No,Wednesday,Yes,Clear,0.74,0.697,0.7,0.2537,31,104,135,Working Day
1970-01-01 00:00:00.000004046,2011-06-22,Fall,0,Jun,11,No,Wednesday,Yes,Clear,0.74,0.697,0.7,0.1642,37,108,145,Working Day
1970-01-01 00:00:00.000004047,2011-06-22,Fall,0,Jun,12,No,Wednesday,Yes,Cloudy,0.8,0.7727,0.59,0.2239,44,144,188,Working Day
1970-01-01 00:00:00.000004048,2011-06-22,Fall,0,Jun,13,No,Wednesday,Yes,Cloudy,0.82,0.7879,0.56,0.2537,34,113,147,Working Day
1970-01-01 00:00:00.000004049,2011-06-22,Fall,0,Jun,14,No,Wednesday,Yes,Cloudy,0.82,0.7727,0.52,0.2836,32,113,145,Working Day
1970-01-01 00:00:00.000004050,2011-06-22,Fall,0,Jun,15,No,Wednesday,Yes,Cloudy,0.82,0.7879,0.56,0.2836,32,114,146,Working Day
1970-01-01 00:00:00.000004051,2011-06-22,Fall,0,Jun,16,No,Wednesday,Yes,Cloudy,0.82,0.803,0.59,0.3284,34,224,258,Working Day
1970-01-01 00:00:00.000004052,2011-06-22,Fall,0,Jun,17,No,Wednesday,Yes,Cloudy,0.8,0.7576,0.55,0.3881,67,462,529,Working Day
1970-01-01 00:00:00.000004053,2011-06-22,Fall,0,Jun,18,No,Wednesday,Yes,Cloudy,0.8,0.7727,0.59,0.2537,66,447,513,Working Day
1970-01-01 00:00:00.000004054,2011-06-22,Fall,0,Jun,19,No,Wednesday,Yes,Cloudy,0.8,0.7424,0.52,0.2537,62,280,342,Working Day
1970-01-01 00:00:00.000004055,2011-06-22,Fall,0,Jun,20,No,Wednesday,Yes,Clear,0.74,0.7121,0.74,0.1343,52,230,282,Working Day
1970-01-01 00:00:00.000004056,2011-06-22,Fall,0,Jun,21,No,Wednesday,Yes,Clear,0.74,0.7121,0.79,0.1642,31,216,247,Working Day
1970-01-01 00:00:00.000004057,2011-06-22,Fall,0,Jun,22,No,Wednesday,Yes,Cloudy,0.72,0.697,0.79,0.194,25,123,148,Working Day
1970-01-01 00:00:00.000004058,2011-06-22,Fall,0,Jun,23,No,Wednesday,Yes,Cloudy,0.72,0.697,0.79,0.2239,14,91,105,Working Day
1970-01-01 00:00:00.000004059,2011-06-23,Fall,0,Jun,0,No,Thursday,Yes,Clear,0.72,0.697,0.79,0.2239,5,44,49,Working Day
1970-01-01 00:00:00.000004060,2011-06-23,Fall,0,Jun,1,No,Thursday,Yes,Clear,0.72,0.697,0.74,0.2239,5,26,31,Working Day
1970-01-01 00:00:00.000004061,2011-06-23,Fall,0,Jun,2,No,Thursday,Yes,Clear,0.72,0.697,0.74,0.2239,0,4,4,Working Day
1970-01-01 00:00:00.000004062,2011-06-23,Fall,0,Jun,3,No,Thursday,Yes,Cloudy,0.72,0.697,0.74,0.1642,1,4,5,Working Day
1970-01-01 00:00:00.000004063,2011-06-23,Fall,0,Jun,4,No,Thursday,Yes,Cloudy,0.7,0.6667,0.79,0.1343,0,7,7,Working Day
1970-01-01 00:00:00.000004064,2011-06-23,Fall,0,Jun,5,No,Thursday,Yes,Clear,0.72,0.697,0.74,0.1642,2,22,24,Working Day
1970-01-01 00:00:00.000004065,2011-06-23,Fall,0,Jun,6,No,Thursday,Yes,Clear,0.72,0.697,0.74,0.1642,8,92,100,Working Day
1970-01-01 00:00:00.000004066,2011-06-23,Fall,0,Jun,7,No,Thursday,Yes,Cloudy,0.72,0.697,0.74,0.1343,26,301,327,Working Day
1970-01-01 00:00:00.000004067,2011-06-23,Fall,0,Jun,8,No,Thursday,Yes,Cloudy,0.74,0.697,0.7,0.194,20,412,432,Working Day
1970-01-01 00:00:00.000004068,2011-06-23,Fall,0,Jun,9,No,Thursday,Yes,Cloudy,0.74,0.697,0.7,0.1343,33,194,227,Working Day
1970-01-01 00:00:00.000004069,2011-06-23,Fall,0,Jun,10,No,Thursday,Yes,Cloudy,0.76,0.7273,0.66,0.1343,39,88,127,Working Day
1970-01-01 00:00:00.000004070,2011-06-23,Fall,0,Jun,11,No,Thursday,Yes,Light Rain/Snow,0.76,0.7273,0.66,0.2537,28,108,136,Working Day
1970-01-01 00:00:00.000004071,2011-06-23,Fall,0,Jun,12,No,Thursday,Yes,Cloudy,0.76,0.7273,0.66,0.2836,30,130,160,Working Day
1970-01-01 00:00:00.000004072,2011-06-23,Fall,0,Jun,13,No,Thursday,Yes,Cloudy,0.76,0.7121,0.62,0.2836,37,149,186,Working Day
1970-01-01 00:00:00.000004073,2011-06-23,Fall,0,Jun,14,No,Thursday,Yes,Cloudy,0.76,0.7273,0.66,0.2985,46,103,149,Working Day
1970-01-01 00:00:00.000004074,2011-06-23,Fall,0,Jun,15,No,Thursday,Yes,Cloudy,0.76,0.697,0.52,0.3582,62,127,189,Working Day
1970-01-01 00:00:00.000004075,2011-06-23,Fall,0,Jun,16,No,Thursday,Yes,Cloudy,0.74,0.6818,0.62,0.2985,58,217,275,Working Day
1970-01-01 00:00:00.000004076,2011-06-23,Fall,0,Jun,17,No,Thursday,Yes,Cloudy,0.72,0.6818,0.7,0.3582,74,495,569,Working Day
1970-01-01 00:00:00.000004077,2011-06-23,Fall,0,Jun,18,No,Thursday,Yes,Clear,0.72,0.6818,0.7,0.4179,57,483,540,Working Day
1970-01-01 00:00:00.000004078,2011-06-23,Fall,0,Jun,19,No,Thursday,Yes,Clear,0.72,0.6818,0.7,0.3582,56,344,400,Working Day
1970-01-01 00:00:00.000004079,2011-06-23,Fall,0,Jun,20,No,Thursday,Yes,Clear,0.7,0.6667,0.74,0.2239,75,277,352,Working Day
1970-01-01 00:00:00.000004080,2011-06-23,Fall,0,Jun,21,No,Thursday,Yes,Clear,0.7,0.6667,0.74,0.194,46,188,234,Working Day
1970-01-01 00:00:00.000004081,2011-06-23,Fall,0,Jun,22,No,Thursday,Yes,Cloudy,0.7,0.6667,0.74,0.2239,23,139,162,Working Day
1970-01-01 00:00:00.000004082,2011-06-23,Fall,0,Jun,23,No,Thursday,Yes,Clear,0.7,0.6667,0.74,0.2836,15,90,105,Working Day
1970-01-01 00:00:00.000004083,2011-06-24,Fall,0,Jun,0,No,Friday,Yes,Clear,0.68,0.6364,0.79,0.194,10,53,63,Working Day
1970-01-01 00:00:00.000004084,2011-06-24,Fall,0,Jun,1,No,Friday,Yes,Clear,0.66,0.6061,0.83,0.3284,8,20,28,Working Day
1970-01-01 00:00:00.000004085,2011-06-24,Fall,0,Jun,2,No,Friday,Yes,Clear,0.66,0.6061,0.83,0.3284,4,10,14,Working Day
1970-01-01 00:00:00.000004086,2011-06-24,Fall,0,Jun,3,No,Friday,Yes,Clear,0.66,0.6061,0.83,0.1642,1,4,5,Working Day
1970-01-01 00:00:00.000004087,2011-06-24,Fall,0,Jun,4,No,Friday,Yes,Clear,0.66,0.6061,0.83,0.0896,1,8,9,Working Day
1970-01-01 00:00:00.000004088,2011-06-24,Fall,0,Jun,5,No,Friday,Yes,Clear,0.64,0.5758,0.89,0.0896,2,18,20,Working Day
1970-01-01 00:00:00.000004089,2011-06-24,Fall,0,Jun,6,No,Friday,Yes,Clear,0.66,0.6061,0.83,0.1343,4,87,91,Working Day
1970-01-01 00:00:00.000004090,2011-06-24,Fall,0,Jun,7,No,Friday,Yes,Cloudy,0.66,0.6061,0.83,0.2239,21,247,268,Working Day
1970-01-01 00:00:00.000004091,2011-06-24,Fall,0,Jun,8,No,Friday,Yes,Clear,0.7,0.6667,0.74,0.2239,27,439,466,Working Day
1970-01-01 00:00:00.000004092,2011-06-24,Fall,0,Jun,9,No,Friday,Yes,Clear,0.74,0.6818,0.62,0.1343,28,203,231,Working Day
1970-01-01 00:00:00.000004093,2011-06-24,Fall,0,Jun,10,No,Friday,Yes,Clear,0.8,0.7273,0.43,0.2836,43,102,145,Working Day
1970-01-01 00:00:00.000004094,2011-06-24,Fall,0,Jun,11,No,Friday,Yes,Clear,0.8,0.7121,0.38,0.3284,56,147,203,Working Day
1970-01-01 00:00:00.000004095,2011-06-24,Fall,0,Jun,12,No,Friday,Yes,Clear,0.8,0.7121,0.41,0.2836,51,150,201,Working Day
1970-01-01 00:00:00.000004096,2011-06-24,Fall,0,Jun,13,No,Friday,Yes,Clear,0.8,0.7121,0.36,0.2239,43,178,221,Working Day
1970-01-01 00:00:00.000004097,2011-06-24,Fall,0,Jun,14,No,Friday,Yes,Clear,0.78,0.697,0.43,0.2836,67,162,229,Working Day
1970-01-01 00:00:00.000004098,2011-06-24,Fall,0,Jun,15,No,Friday,Yes,Clear,0.82,0.7273,0.34,0.3881,69,147,216,Working Day
1970-01-01 00:00:00.000004099,2011-06-24,Fall,0,Jun,16,No,Friday,Yes,Clear,0.8,0.697,0.33,0.4179,80,247,327,Working Day
1970-01-01 00:00:00.000004100,2011-06-24,Fall,0,Jun,17,No,Friday,Yes,Clear,0.76,0.6667,0.37,0.2537,85,472,557,Working Day
1970-01-01 00:00:00.000004101,2011-06-24,Fall,0,Jun,18,No,Friday,Yes,Clear,0.76,0.6667,0.37,0.2985,87,365,452,Working Day
1970-01-01 00:00:00.000004102,2011-06-24,Fall,0,Jun,19,No,Friday,Yes,Clear,0.74,0.6515,0.4,0.2239,92,293,385,Working Day
1970-01-01 00:00:00.000004103,2011-06-24,Fall,0,Jun,20,No,Friday,Yes,Clear,0.72,0.6515,0.45,0.1642,66,222,288,Working Day
1970-01-01 00:00:00.000004104,2011-06-24,Fall,0,Jun,21,No,Friday,Yes,Clear,0.7,0.6515,0.48,0.1343,50,183,233,Working Day
1970-01-01 00:00:00.000004105,2011-06-24,Fall,0,Jun,22,No,Friday,Yes,Clear,0.7,0.6515,0.48,0.0,41,126,167,Working Day
1970-01-01 00:00:00.000004106,2011-06-24,Fall,0,Jun,23,No,Friday,Yes,Clear,0.68,0.6364,0.51,0.1343,33,139,172,Working Day
1970-01-01 00:00:00.000004107,2011-06-25,Fall,0,Jun,0,No,Saturday,No,Clear,0.68,0.6364,0.47,0.1642,19,97,116,Weekend
1970-01-01 00:00:00.000004108,2011-06-25,Fall,0,Jun,1,No,Saturday,No,Clear,0.66,0.6212,0.5,0.1642,20,75,95,Weekend
1970-01-01 00:00:00.000004109,2011-06-25,Fall,0,Jun,2,No,Saturday,No,Cloudy,0.66,0.6212,0.5,0.194,8,51,59,Weekend
1970-01-01 00:00:00.000004110,2011-06-25,Fall,0,Jun,3,No,Saturday,No,Clear,0.64,0.6212,0.57,0.194,18,21,39,Weekend
1970-01-01 00:00:00.000004111,2011-06-25,Fall,0,Jun,4,No,Saturday,No,Clear,0.64,0.6212,0.57,0.194,7,4,11,Weekend
1970-01-01 00:00:00.000004112,2011-06-25,Fall,0,Jun,5,No,Saturday,No,Clear,0.62,0.6061,0.61,0.1343,6,8,14,Weekend
1970-01-01 00:00:00.000004113,2011-06-25,Fall,0,Jun,6,No,Saturday,No,Clear,0.64,0.6212,0.57,0.2239,12,17,29,Weekend
1970-01-01 00:00:00.000004114,2011-06-25,Fall,0,Jun,7,No,Saturday,No,Clear,0.64,0.6212,0.57,0.2836,7,35,42,Weekend
1970-01-01 00:00:00.000004115,2011-06-25,Fall,0,Jun,8,No,Saturday,No,Clear,0.7,0.6515,0.48,0.2537,27,85,112,Weekend
1970-01-01 00:00:00.000004116,2011-06-25,Fall,0,Jun,9,No,Saturday,No,Clear,0.72,0.6515,0.45,0.2537,47,139,186,Weekend
1970-01-01 00:00:00.000004117,2011-06-25,Fall,0,Jun,10,No,Saturday,No,Clear,0.72,0.6515,0.45,0.194,99,203,302,Weekend
1970-01-01 00:00:00.000004118,2011-06-25,Fall,0,Jun,11,No,Saturday,No,Clear,0.74,0.6667,0.42,0.0,122,209,331,Weekend
1970-01-01 00:00:00.000004119,2011-06-25,Fall,0,Jun,12,No,Saturday,No,Clear,0.74,0.6515,0.4,0.2836,140,252,392,Weekend
1970-01-01 00:00:00.000004120,2011-06-25,Fall,0,Jun,13,No,Saturday,No,Clear,0.74,0.6515,0.4,0.2836,140,231,371,Weekend
1970-01-01 00:00:00.000004121,2011-06-25,Fall,0,Jun,14,No,Saturday,No,Clear,0.74,0.6667,0.45,0.2985,151,232,383,Weekend
1970-01-01 00:00:00.000004122,2011-06-25,Fall,0,Jun,15,No,Saturday,No,Clear,0.74,0.6667,0.45,0.0,157,235,392,Weekend
1970-01-01 00:00:00.000004123,2011-06-25,Fall,0,Jun,16,No,Saturday,No,Clear,0.76,0.6818,0.43,0.2985,175,235,410,Weekend
1970-01-01 00:00:00.000004124,2011-06-25,Fall,0,Jun,17,No,Saturday,No,Clear,0.74,0.6667,0.42,0.2239,152,247,399,Weekend
1970-01-01 00:00:00.000004125,2011-06-25,Fall,0,Jun,18,No,Saturday,No,Clear,0.72,0.6515,0.45,0.2537,108,199,307,Weekend
1970-01-01 00:00:00.000004126,2011-06-25,Fall,0,Jun,19,No,Saturday,No,Clear,0.72,0.6667,0.48,0.2836,121,254,375,Weekend
1970-01-01 00:00:00.000004127,2011-06-25,Fall,0,Jun,20,No,Saturday,No,Clear,0.7,0.6515,0.48,0.194,74,195,269,Weekend
1970-01-01 00:00:00.000004128,2011-06-25,Fall,0,Jun,21,No,Saturday,No,Clear,0.68,0.6364,0.51,0.1642,62,140,202,Weekend
1970-01-01 00:00:00.000004129,2011-06-25,Fall,0,Jun,22,No,Saturday,No,Clear,0.68,0.6364,0.47,0.194,61,126,187,Weekend
1970-01-01 00:00:00.000004130,2011-06-25,Fall,0,Jun,23,No,Saturday,No,Cloudy,0.66,0.6212,0.5,0.2985,49,130,179,Weekend
1970-01-01 00:00:00.000004131,2011-06-26,Fall,0,Jun,0,No,Sunday,No,Clear,0.64,0.6212,0.53,0.0,30,85,115,Weekend
1970-01-01 00:00:00.000004132,2011-06-26,Fall,0,Jun,1,No,Sunday,No,Clear,0.64,0.6212,0.53,0.1045,17,73,90,Weekend
1970-01-01 00:00:00.000004133,2011-06-26,Fall,0,Jun,2,No,Sunday,No,Clear,0.62,0.6212,0.57,0.1045,17,70,87,Weekend
1970-01-01 00:00:00.000004134,2011-06-26,Fall,0,Jun,3,No,Sunday,No,Clear,0.6,0.6061,0.64,0.1045,12,22,34,Weekend
1970-01-01 00:00:00.000004135,2011-06-26,Fall,0,Jun,4,No,Sunday,No,Clear,0.6,0.6061,0.64,0.0896,3,8,11,Weekend
1970-01-01 00:00:00.000004136,2011-06-26,Fall,0,Jun,5,No,Sunday,No,Clear,0.6,0.6061,0.64,0.0,3,9,12,Weekend
1970-01-01 00:00:00.000004137,2011-06-26,Fall,0,Jun,6,No,Sunday,No,Clear,0.6,0.6061,0.64,0.0,7,13,20,Weekend
1970-01-01 00:00:00.000004138,2011-06-26,Fall,0,Jun,7,No,Sunday,No,Clear,0.62,0.6061,0.61,0.0,24,27,51,Weekend
1970-01-01 00:00:00.000004139,2011-06-26,Fall,0,Jun,8,No,Sunday,No,Clear,0.64,0.6212,0.61,0.194,29,78,107,Weekend
1970-01-01 00:00:00.000004140,2011-06-26,Fall,0,Jun,9,No,Sunday,No,Clear,0.66,0.6212,0.54,0.0896,75,131,206,Weekend
1970-01-01 00:00:00.000004141,2011-06-26,Fall,0,Jun,10,No,Sunday,No,Clear,0.72,0.6667,0.48,0.1045,136,196,332,Weekend
1970-01-01 00:00:00.000004142,2011-06-26,Fall,0,Jun,11,No,Sunday,No,Clear,0.72,0.6515,0.45,0.1343,127,219,346,Weekend
1970-01-01 00:00:00.000004143,2011-06-26,Fall,0,Jun,12,No,Sunday,No,Clear,0.74,0.6515,0.4,0.1642,175,268,443,Weekend
1970-01-01 00:00:00.000004144,2011-06-26,Fall,0,Jun,13,No,Sunday,No,Clear,0.74,0.6515,0.4,0.0,197,245,442,Weekend
1970-01-01 00:00:00.000004145,2011-06-26,Fall,0,Jun,14,No,Sunday,No,Clear,0.74,0.6515,0.4,0.1343,197,246,443,Weekend
1970-01-01 00:00:00.000004146,2011-06-26,Fall,0,Jun,15,No,Sunday,No,Clear,0.74,0.6515,0.4,0.0,174,229,403,Weekend
1970-01-01 00:00:00.000004147,2011-06-26,Fall,0,Jun,16,No,Sunday,No,Clear,0.74,0.6667,0.42,0.194,177,278,455,Weekend
1970-01-01 00:00:00.000004148,2011-06-26,Fall,0,Jun,17,No,Sunday,No,Cloudy,0.72,0.6515,0.42,0.1642,178,243,421,Weekend
1970-01-01 00:00:00.000004149,2011-06-26,Fall,0,Jun,18,No,Sunday,No,Cloudy,0.72,0.6515,0.45,0.2537,117,265,382,Weekend
1970-01-01 00:00:00.000004150,2011-06-26,Fall,0,Jun,19,No,Sunday,No,Cloudy,0.72,0.6667,0.48,0.1343,89,228,317,Weekend
1970-01-01 00:00:00.000004151,2011-06-26,Fall,0,Jun,20,No,Sunday,No,Cloudy,0.7,0.6515,0.48,0.1045,55,158,213,Weekend
1970-01-01 00:00:00.000004152,2011-06-26,Fall,0,Jun,21,No,Sunday,No,Cloudy,0.7,0.6515,0.54,0.1045,48,135,183,Weekend
1970-01-01 00:00:00.000004153,2011-06-26,Fall,0,Jun,22,No,Sunday,No,Clear,0.7,0.6515,0.51,0.0,19,95,114,Weekend
1970-01-01 00:00:00.000004154,2011-06-26,Fall,0,Jun,23,No,Sunday,No,Clear,0.7,0.6515,0.54,0.0896,14,64,78,Weekend
1970-01-01 00:00:00.000004155,2011-06-27,Fall,0,Jun,0,No,Monday,Yes,Light Rain/Snow,0.64,0.6061,0.73,0.2836,7,25,32,Working Day
1970-01-01 00:00:00.000004156,2011-06-27,Fall,0,Jun,1,No,Monday,Yes,Cloudy,0.62,0.5909,0.78,0.1343,4,11,15,Working Day
1970-01-01 00:00:00.000004157,2011-06-27,Fall,0,Jun,2,No,Monday,Yes,Light Rain/Snow,0.62,0.5909,0.78,0.1343,3,3,6,Working Day
1970-01-01 00:00:00.000004158,2011-06-27,Fall,0,Jun,3,No,Monday,Yes,Light Rain/Snow,0.62,0.5909,0.78,0.1343,0,2,2,Working Day
1970-01-01 00:00:00.000004159,2011-06-27,Fall,0,Jun,4,No,Monday,Yes,Cloudy,0.6,0.5606,0.83,0.1642,1,8,9,Working Day
1970-01-01 00:00:00.000004160,2011-06-27,Fall,0,Jun,5,No,Monday,Yes,Cloudy,0.62,0.5758,0.83,0.1642,1,21,22,Working Day
1970-01-01 00:00:00.000004161,2011-06-27,Fall,0,Jun,6,No,Monday,Yes,Cloudy,0.62,0.5909,0.78,0.1642,4,90,94,Working Day
1970-01-01 00:00:00.000004162,2011-06-27,Fall,0,Jun,7,No,Monday,Yes,Cloudy,0.64,0.6061,0.73,0.2239,14,247,261,Working Day
1970-01-01 00:00:00.000004163,2011-06-27,Fall,0,Jun,8,No,Monday,Yes,Clear,0.66,0.6212,0.74,0.194,29,418,447,Working Day
1970-01-01 00:00:00.000004164,2011-06-27,Fall,0,Jun,9,No,Monday,Yes,Cloudy,0.72,0.6667,0.54,0.0,37,150,187,Working Day
1970-01-01 00:00:00.000004165,2011-06-27,Fall,0,Jun,10,No,Monday,Yes,Cloudy,0.72,0.6667,0.54,0.1343,55,95,150,Working Day
1970-01-01 00:00:00.000004166,2011-06-27,Fall,0,Jun,11,No,Monday,Yes,Cloudy,0.7,0.6515,0.58,0.0,55,95,150,Working Day
1970-01-01 00:00:00.000004167,2011-06-27,Fall,0,Jun,12,No,Monday,Yes,Cloudy,0.72,0.6667,0.54,0.0,40,130,170,Working Day
1970-01-01 00:00:00.000004168,2011-06-27,Fall,0,Jun,13,No,Monday,Yes,Cloudy,0.72,0.6667,0.58,0.2239,37,127,164,Working Day
1970-01-01 00:00:00.000004169,2011-06-27,Fall,0,Jun,14,No,Monday,Yes,Cloudy,0.72,0.6667,0.58,0.0896,58,100,158,Working Day
1970-01-01 00:00:00.000004170,2011-06-27,Fall,0,Jun,15,No,Monday,Yes,Cloudy,0.74,0.6818,0.55,0.0,76,126,202,Working Day
1970-01-01 00:00:00.000004171,2011-06-27,Fall,0,Jun,16,No,Monday,Yes,Clear,0.74,0.6818,0.55,0.1045,53,222,275,Working Day
1970-01-01 00:00:00.000004172,2011-06-27,Fall,0,Jun,17,No,Monday,Yes,Clear,0.74,0.6818,0.55,0.1343,90,514,604,Working Day
1970-01-01 00:00:00.000004173,2011-06-27,Fall,0,Jun,18,No,Monday,Yes,Clear,0.74,0.6667,0.51,0.0,79,512,591,Working Day
1970-01-01 00:00:00.000004174,2011-06-27,Fall,0,Jun,19,No,Monday,Yes,Clear,0.72,0.6818,0.62,0.194,56,340,396,Working Day
1970-01-01 00:00:00.000004175,2011-06-27,Fall,0,Jun,20,No,Monday,Yes,Clear,0.7,0.6515,0.65,0.1045,54,251,305,Working Day
1970-01-01 00:00:00.000004176,2011-06-27,Fall,0,Jun,21,No,Monday,Yes,Clear,0.7,0.6515,0.65,0.0,52,190,242,Working Day
1970-01-01 00:00:00.000004177,2011-06-27,Fall,0,Jun,22,No,Monday,Yes,Clear,0.68,0.6364,0.69,0.0,33,112,145,Working Day
1970-01-01 00:00:00.000004178,2011-06-27,Fall,0,Jun,23,No,Monday,Yes,Clear,0.68,0.6364,0.69,0.0,16,65,81,Working Day
